"Step","NN-ConLinearOpt-ILU - valLoss","NN-ConLinearOpt-ILU - valLoss__MIN","NN-ConLinearOpt-ILU - valLoss__MAX"
"34","11.302949905395508","11.302949905395508","11.302949905395508"
"35","10.995479583740234","10.995479583740234","10.995479583740234"
"36","10.879039764404297","10.879039764404297","10.879039764404297"
"37","10.847196578979492","10.847196578979492","10.847196578979492"
"38","10.833333969116211","10.833333969116211","10.833333969116211"
"39","10.864840507507324","10.864840507507324","10.864840507507324"
"40","10.77779769897461","10.77779769897461","10.77779769897461"
"41","10.808692932128906","10.808692932128906","10.808692932128906"
"42","10.783963203430176","10.783963203430176","10.783963203430176"
"43","10.84636116027832","10.84636116027832","10.84636116027832"
"44","10.796538352966309","10.796538352966309","10.796538352966309"
"45","10.851068496704102","10.851068496704102","10.851068496704102"
"46","10.787202835083008","10.787202835083008","10.787202835083008"
"47","10.85770034790039","10.85770034790039","10.85770034790039"
"48","10.791627883911133","10.791627883911133","10.791627883911133"
"49","10.759713172912598","10.759713172912598","10.759713172912598"
"50","10.822122573852539","10.822122573852539","10.822122573852539"
"51","10.831108093261719","10.831108093261719","10.831108093261719"
"52","10.85551643371582","10.85551643371582","10.85551643371582"
"53","10.810345649719238","10.810345649719238","10.810345649719238"
"54","10.882229804992676","10.882229804992676","10.882229804992676"
"55","10.79142951965332","10.79142951965332","10.79142951965332"
"56","10.93421745300293","10.93421745300293","10.93421745300293"
"57","10.988441467285156","10.988441467285156","10.988441467285156"
"58","10.939915657043457","10.939915657043457","10.939915657043457"
"59","10.971372604370117","10.971372604370117","10.971372604370117"
"60","10.822178840637207","10.822178840637207","10.822178840637207"
"61","10.759306907653809","10.759306907653809","10.759306907653809"
"62","10.757001876831055","10.757001876831055","10.757001876831055"
"63","10.772278785705566","10.772278785705566","10.772278785705566"
"64","10.991086959838867","10.991086959838867","10.991086959838867"
"65","10.915940284729004","10.915940284729004","10.915940284729004"
"66","11.838502883911133","11.838502883911133","11.838502883911133"
"67","11.315180778503418","11.315180778503418","11.315180778503418"
"68","11.000631332397461","11.000631332397461","11.000631332397461"
"69","10.81493854522705","10.81493854522705","10.81493854522705"
"70","10.8100004196167","10.8100004196167","10.8100004196167"
"71","10.756097793579102","10.756097793579102","10.756097793579102"
"72","10.8007173538208","10.8007173538208","10.8007173538208"
"73","10.741365432739258","10.741365432739258","10.741365432739258"
"74","10.791330337524414","10.791330337524414","10.791330337524414"
"75","10.769439697265625","10.769439697265625","10.769439697265625"
"76","10.762994766235352","10.762994766235352","10.762994766235352"
"77","10.836938858032227","10.836938858032227","10.836938858032227"
"78","10.80955696105957","10.80955696105957","10.80955696105957"
"79","10.843271255493164","10.843271255493164","10.843271255493164"
"80","10.81517219543457","10.81517219543457","10.81517219543457"
"81","10.965415954589844","10.965415954589844","10.965415954589844"
"82","11.152061462402344","11.152061462402344","11.152061462402344"
"83","10.932525634765625","10.932525634765625","10.932525634765625"
"84","10.8882474899292","10.8882474899292","10.8882474899292"
"85","10.890552520751953","10.890552520751953","10.890552520751953"
"86","10.907957077026367","10.907957077026367","10.907957077026367"
"87","10.913762092590332","10.913762092590332","10.913762092590332"
"88","11.108575820922852","11.108575820922852","11.108575820922852"
"89","11.013673782348633","11.013673782348633","11.013673782348633"
"90","10.970120429992676","10.970120429992676","10.970120429992676"
"91","10.895383834838867","10.895383834838867","10.895383834838867"
"92","10.98214340209961","10.98214340209961","10.98214340209961"
"93","10.881023406982422","10.881023406982422","10.881023406982422"
"94","10.906862258911133","10.906862258911133","10.906862258911133"
"95","10.997800827026367","10.997800827026367","10.997800827026367"
"96","10.974087715148926","10.974087715148926","10.974087715148926"
"97","10.941829681396484","10.941829681396484","10.941829681396484"
"98","10.942547798156738","10.942547798156738","10.942547798156738"
"99","10.912724494934082","10.912724494934082","10.912724494934082"
"100","10.834443092346191","10.834443092346191","10.834443092346191"
"101","10.980133056640625","10.980133056640625","10.980133056640625"
"102","10.894048690795898","10.894048690795898","10.894048690795898"
"103","10.910651206970215","10.910651206970215","10.910651206970215"
"104","10.934061050415039","10.934061050415039","10.934061050415039"
"105","10.854854583740234","10.854854583740234","10.854854583740234"
"106","10.754416465759277","10.754416465759277","10.754416465759277"
"107","10.806816101074219","10.806816101074219","10.806816101074219"
"108","10.815625190734863","10.815625190734863","10.815625190734863"
"109","10.747869491577148","10.747869491577148","10.747869491577148"
"110","10.781111717224121","10.781111717224121","10.781111717224121"
"111","10.751956939697266","10.751956939697266","10.751956939697266"
"112","10.807727813720703","10.807727813720703","10.807727813720703"
"113","10.836385726928711","10.836385726928711","10.836385726928711"
"114","10.796813011169434","10.796813011169434","10.796813011169434"
"115","10.754079818725586","10.754079818725586","10.754079818725586"
"116","10.749929428100586","10.749929428100586","10.749929428100586"
"117","10.73097038269043","10.73097038269043","10.73097038269043"
"118","10.755485534667969","10.755485534667969","10.755485534667969"
"119","10.83238697052002","10.83238697052002","10.83238697052002"
"120","10.858884811401367","10.858884811401367","10.858884811401367"
"121","10.786365509033203","10.786365509033203","10.786365509033203"
"122","10.775251388549805","10.775251388549805","10.775251388549805"
"123","10.738255500793457","10.738255500793457","10.738255500793457"
"124","10.912872314453125","10.912872314453125","10.912872314453125"
"125","10.774765014648438","10.774765014648438","10.774765014648438"
"126","10.733036041259766","10.733036041259766","10.733036041259766"
"127","10.948410987854004","10.948410987854004","10.948410987854004"
"128","10.82101058959961","10.82101058959961","10.82101058959961"
"129","10.955198287963867","10.955198287963867","10.955198287963867"
"130","10.780263900756836","10.780263900756836","10.780263900756836"
"131","10.842275619506836","10.842275619506836","10.842275619506836"
"132","10.817281723022461","10.817281723022461","10.817281723022461"
"133","10.79224967956543","10.79224967956543","10.79224967956543"
"134","10.821133613586426","10.821133613586426","10.821133613586426"
"135","10.721893310546875","10.721893310546875","10.721893310546875"
"136","10.960517883300781","10.960517883300781","10.960517883300781"
"137","10.915104866027832","10.915104866027832","10.915104866027832"
"138","10.855111122131348","10.855111122131348","10.855111122131348"
"139","10.964679718017578","10.964679718017578","10.964679718017578"
"140","10.952359199523926","10.952359199523926","10.952359199523926"
"141","10.745986938476562","10.745986938476562","10.745986938476562"
"142","10.813679695129395","10.813679695129395","10.813679695129395"
"143","10.834699630737305","10.834699630737305","10.834699630737305"
"144","10.842430114746094","10.842430114746094","10.842430114746094"
"145","10.772339820861816","10.772339820861816","10.772339820861816"
"146","10.749246597290039","10.749246597290039","10.749246597290039"
"147","10.825749397277832","10.825749397277832","10.825749397277832"
"148","10.740256309509277","10.740256309509277","10.740256309509277"
"149","10.805150985717773","10.805150985717773","10.805150985717773"
"150","10.761433601379395","10.761433601379395","10.761433601379395"
"151","10.79627799987793","10.79627799987793","10.79627799987793"
"152","10.846612930297852","10.846612930297852","10.846612930297852"
"153","10.756050109863281","10.756050109863281","10.756050109863281"
"154","10.758733749389648","10.758733749389648","10.758733749389648"
"155","10.754873275756836","10.754873275756836","10.754873275756836"
"156","10.748018264770508","10.748018264770508","10.748018264770508"
"157","10.787692070007324","10.787692070007324","10.787692070007324"
"158","10.813706398010254","10.813706398010254","10.813706398010254"
"159","10.86839485168457","10.86839485168457","10.86839485168457"
"160","10.788351058959961","10.788351058959961","10.788351058959961"
"161","10.716897010803223","10.716897010803223","10.716897010803223"
"162","10.756166458129883","10.756166458129883","10.756166458129883"
"163","10.80746841430664","10.80746841430664","10.80746841430664"
"164","10.767058372497559","10.767058372497559","10.767058372497559"
"165","10.76827335357666","10.76827335357666","10.76827335357666"
"166","10.769817352294922","10.769817352294922","10.769817352294922"
"167","10.775845527648926","10.775845527648926","10.775845527648926"
"168","10.783140182495117","10.783140182495117","10.783140182495117"
"169","10.792638778686523","10.792638778686523","10.792638778686523"
"170","10.773599624633789","10.773599624633789","10.773599624633789"
"171","10.772226333618164","10.772226333618164","10.772226333618164"
"172","10.790400505065918","10.790400505065918","10.790400505065918"
"173","10.76001262664795","10.76001262664795","10.76001262664795"
"174","10.794708251953125","10.794708251953125","10.794708251953125"
"175","10.885873794555664","10.885873794555664","10.885873794555664"
"176","10.867741584777832","10.867741584777832","10.867741584777832"
"177","10.916020393371582","10.916020393371582","10.916020393371582"
"178","10.794748306274414","10.794748306274414","10.794748306274414"
"179","10.769743919372559","10.769743919372559","10.769743919372559"
"180","10.725744247436523","10.725744247436523","10.725744247436523"
"181","10.69719409942627","10.69719409942627","10.69719409942627"
"182","10.717127799987793","10.717127799987793","10.717127799987793"
"183","10.75706672668457","10.75706672668457","10.75706672668457"
"184","10.779455184936523","10.779455184936523","10.779455184936523"
"185","10.854907035827637","10.854907035827637","10.854907035827637"
"186","10.761945724487305","10.761945724487305","10.761945724487305"
"187","10.789913177490234","10.789913177490234","10.789913177490234"
"188","10.727316856384277","10.727316856384277","10.727316856384277"
"189","10.829621315002441","10.829621315002441","10.829621315002441"
"190","10.714391708374023","10.714391708374023","10.714391708374023"
"191","10.856542587280273","10.856542587280273","10.856542587280273"
"192","10.747238159179688","10.747238159179688","10.747238159179688"
"193","10.817358016967773","10.817358016967773","10.817358016967773"
"194","10.779417037963867","10.779417037963867","10.779417037963867"
"195","10.733495712280273","10.733495712280273","10.733495712280273"
"196","10.765142440795898","10.765142440795898","10.765142440795898"
"197","10.68614673614502","10.68614673614502","10.68614673614502"
"198","10.712565422058105","10.712565422058105","10.712565422058105"
"199","10.719255447387695","10.719255447387695","10.719255447387695"
"200","10.768529891967773","10.768529891967773","10.768529891967773"
"201","10.828216552734375","10.828216552734375","10.828216552734375"
"202","10.72277545928955","10.72277545928955","10.72277545928955"
"203","10.707193374633789","10.707193374633789","10.707193374633789"
"204","10.693285942077637","10.693285942077637","10.693285942077637"
"205","10.806770324707031","10.806770324707031","10.806770324707031"
"206","10.856961250305176","10.856961250305176","10.856961250305176"
"207","10.753640174865723","10.753640174865723","10.753640174865723"
"208","10.966750144958496","10.966750144958496","10.966750144958496"
"209","11.001472473144531","11.001472473144531","11.001472473144531"
"210","10.81541633605957","10.81541633605957","10.81541633605957"
"211","10.802986145019531","10.802986145019531","10.802986145019531"
"212","10.819462776184082","10.819462776184082","10.819462776184082"
"213","10.747385025024414","10.747385025024414","10.747385025024414"
"214","10.702463150024414","10.702463150024414","10.702463150024414"
"215","10.76350212097168","10.76350212097168","10.76350212097168"
"216","10.748268127441406","10.748268127441406","10.748268127441406"
"217","10.69228458404541","10.69228458404541","10.69228458404541"
"218","10.677961349487305","10.677961349487305","10.677961349487305"
"219","10.712018966674805","10.712018966674805","10.712018966674805"
"220","10.714635848999023","10.714635848999023","10.714635848999023"
"221","10.793817520141602","10.793817520141602","10.793817520141602"
"222","10.7066011428833","10.7066011428833","10.7066011428833"
"223","10.680915832519531","10.680915832519531","10.680915832519531"
"224","10.718971252441406","10.718971252441406","10.718971252441406"
"225","10.63345718383789","10.63345718383789","10.63345718383789"
"226","10.663087844848633","10.663087844848633","10.663087844848633"
"227","10.6947603225708","10.6947603225708","10.6947603225708"
"228","10.742344856262207","10.742344856262207","10.742344856262207"
"229","10.796802520751953","10.796802520751953","10.796802520751953"
"230","10.75574779510498","10.75574779510498","10.75574779510498"
"231","10.79797077178955","10.79797077178955","10.79797077178955"
"232","10.798959732055664","10.798959732055664","10.798959732055664"
"233","10.739753723144531","10.739753723144531","10.739753723144531"
"234","10.748028755187988","10.748028755187988","10.748028755187988"
"235","10.718172073364258","10.718172073364258","10.718172073364258"
"236","10.752537727355957","10.752537727355957","10.752537727355957"
"237","10.661378860473633","10.661378860473633","10.661378860473633"
"238","10.730247497558594","10.730247497558594","10.730247497558594"
"239","10.738659858703613","10.738659858703613","10.738659858703613"
"240","10.699905395507812","10.699905395507812","10.699905395507812"
"241","10.727781295776367","10.727781295776367","10.727781295776367"
"242","10.70765495300293","10.70765495300293","10.70765495300293"
"243","10.694111824035645","10.694111824035645","10.694111824035645"
"244","10.6851167678833","10.6851167678833","10.6851167678833"
"245","10.711462020874023","10.711462020874023","10.711462020874023"
"246","10.704214096069336","10.704214096069336","10.704214096069336"
"247","10.745878219604492","10.745878219604492","10.745878219604492"
"248","10.726906776428223","10.726906776428223","10.726906776428223"
"249","10.741949081420898","10.741949081420898","10.741949081420898"
"250","10.773543357849121","10.773543357849121","10.773543357849121"
"251","10.731908798217773","10.731908798217773","10.731908798217773"
"252","10.733874320983887","10.733874320983887","10.733874320983887"
"253","10.870294570922852","10.870294570922852","10.870294570922852"
"254","10.724245071411133","10.724245071411133","10.724245071411133"
"255","10.717497825622559","10.717497825622559","10.717497825622559"
"256","10.718387603759766","10.718387603759766","10.718387603759766"
"257","10.740580558776855","10.740580558776855","10.740580558776855"
"258","10.839357376098633","10.839357376098633","10.839357376098633"
"259","10.820902824401855","10.820902824401855","10.820902824401855"
"260","10.795618057250977","10.795618057250977","10.795618057250977"
"261","10.683566093444824","10.683566093444824","10.683566093444824"
"262","10.755426406860352","10.755426406860352","10.755426406860352"
"263","10.773897171020508","10.773897171020508","10.773897171020508"
"264","10.845696449279785","10.845696449279785","10.845696449279785"
"265","10.803462028503418","10.803462028503418","10.803462028503418"
"266","10.747858047485352","10.747858047485352","10.747858047485352"
"267","10.755918502807617","10.755918502807617","10.755918502807617"
"268","10.852746963500977","10.852746963500977","10.852746963500977"
"269","10.660711288452148","10.660711288452148","10.660711288452148"
"270","10.761808395385742","10.761808395385742","10.761808395385742"
"271","10.784452438354492","10.784452438354492","10.784452438354492"
"272","10.91281795501709","10.91281795501709","10.91281795501709"
"273","10.747831344604492","10.747831344604492","10.747831344604492"
"274","10.796003341674805","10.796003341674805","10.796003341674805"
"275","10.718916893005371","10.718916893005371","10.718916893005371"
"276","10.792304039001465","10.792304039001465","10.792304039001465"
"277","11.090106010437012","11.090106010437012","11.090106010437012"
"278","10.939372062683105","10.939372062683105","10.939372062683105"
"279","10.898605346679688","10.898605346679688","10.898605346679688"
"280","10.873278617858887","10.873278617858887","10.873278617858887"
"281","10.770910263061523","10.770910263061523","10.770910263061523"
"282","10.766311645507812","10.766311645507812","10.766311645507812"
"283","10.830799102783203","10.830799102783203","10.830799102783203"
"284","10.780725479125977","10.780725479125977","10.780725479125977"
"285","10.826987266540527","10.826987266540527","10.826987266540527"
"286","10.937628746032715","10.937628746032715","10.937628746032715"
"287","10.82919979095459","10.82919979095459","10.82919979095459"
"288","10.728143692016602","10.728143692016602","10.728143692016602"
"289","13.500358581542969","13.500358581542969","13.500358581542969"
"290","11.39603328704834","11.39603328704834","11.39603328704834"
"291","11.727715492248535","11.727715492248535","11.727715492248535"
"292","11.26280403137207","11.26280403137207","11.26280403137207"
"293","10.80024242401123","10.80024242401123","10.80024242401123"
"294","10.737214088439941","10.737214088439941","10.737214088439941"
"295","10.881860733032227","10.881860733032227","10.881860733032227"
"296","10.79607105255127","10.79607105255127","10.79607105255127"
"297","10.770621299743652","10.770621299743652","10.770621299743652"
"298","10.834245681762695","10.834245681762695","10.834245681762695"
"299","10.821210861206055","10.821210861206055","10.821210861206055"
"300","10.763984680175781","10.763984680175781","10.763984680175781"
"301","10.767888069152832","10.767888069152832","10.767888069152832"
"302","10.750670433044434","10.750670433044434","10.750670433044434"
"303","10.80760383605957","10.80760383605957","10.80760383605957"
"304","10.77843189239502","10.77843189239502","10.77843189239502"
"305","10.843042373657227","10.843042373657227","10.843042373657227"
"306","10.774649620056152","10.774649620056152","10.774649620056152"
"307","10.809799194335938","10.809799194335938","10.809799194335938"
"308","10.742712020874023","10.742712020874023","10.742712020874023"
"309","10.908167839050293","10.908167839050293","10.908167839050293"
"310","10.789335250854492","10.789335250854492","10.789335250854492"
"311","10.782449722290039","10.782449722290039","10.782449722290039"
"312","10.789297103881836","10.789297103881836","10.789297103881836"
"313","10.745111465454102","10.745111465454102","10.745111465454102"
"314","10.800713539123535","10.800713539123535","10.800713539123535"
"315","10.770120620727539","10.770120620727539","10.770120620727539"
"316","10.725120544433594","10.725120544433594","10.725120544433594"
"317","10.784674644470215","10.784674644470215","10.784674644470215"
"318","10.923799514770508","10.923799514770508","10.923799514770508"
"319","10.792109489440918","10.792109489440918","10.792109489440918"
"320","10.777522087097168","10.777522087097168","10.777522087097168"
"321","10.823247909545898","10.823247909545898","10.823247909545898"
"322","10.77118968963623","10.77118968963623","10.77118968963623"
"323","10.881007194519043","10.881007194519043","10.881007194519043"
"324","10.8309907913208","10.8309907913208","10.8309907913208"
"325","10.817520141601562","10.817520141601562","10.817520141601562"
"326","10.756412506103516","10.756412506103516","10.756412506103516"
"327","10.702198028564453","10.702198028564453","10.702198028564453"
"328","10.737003326416016","10.737003326416016","10.737003326416016"
"329","10.746865272521973","10.746865272521973","10.746865272521973"
"330","10.776368141174316","10.776368141174316","10.776368141174316"
"331","10.69129753112793","10.69129753112793","10.69129753112793"
"332","10.708216667175293","10.708216667175293","10.708216667175293"
"333","10.731952667236328","10.731952667236328","10.731952667236328"
"334","10.73808479309082","10.73808479309082","10.73808479309082"
"335","10.82019329071045","10.82019329071045","10.82019329071045"
"336","10.70106315612793","10.70106315612793","10.70106315612793"
"337","10.732245445251465","10.732245445251465","10.732245445251465"
"338","10.748677253723145","10.748677253723145","10.748677253723145"
"339","10.749505996704102","10.749505996704102","10.749505996704102"
"340","10.721344947814941","10.721344947814941","10.721344947814941"
"341","10.681875228881836","10.681875228881836","10.681875228881836"
"342","10.766986846923828","10.766986846923828","10.766986846923828"
"343","10.814504623413086","10.814504623413086","10.814504623413086"
"344","10.698980331420898","10.698980331420898","10.698980331420898"
"345","10.793561935424805","10.793561935424805","10.793561935424805"
"346","10.718435287475586","10.718435287475586","10.718435287475586"
"347","10.706298828125","10.706298828125","10.706298828125"
"348","10.754024505615234","10.754024505615234","10.754024505615234"
"349","10.68428897857666","10.68428897857666","10.68428897857666"
"350","10.751208305358887","10.751208305358887","10.751208305358887"
"351","10.709001541137695","10.709001541137695","10.709001541137695"
"352","11.197932243347168","11.197932243347168","11.197932243347168"
"353","10.800029754638672","10.800029754638672","10.800029754638672"
"354","10.903122901916504","10.903122901916504","10.903122901916504"
"355","10.737796783447266","10.737796783447266","10.737796783447266"
"356","10.698360443115234","10.698360443115234","10.698360443115234"
"357","10.689189910888672","10.689189910888672","10.689189910888672"
"358","10.719675064086914","10.719675064086914","10.719675064086914"
"359","10.751941680908203","10.751941680908203","10.751941680908203"
"360","10.836348533630371","10.836348533630371","10.836348533630371"
"361","10.783354759216309","10.783354759216309","10.783354759216309"
"362","10.772303581237793","10.772303581237793","10.772303581237793"
"363","10.949612617492676","10.949612617492676","10.949612617492676"
"364","10.978419303894043","10.978419303894043","10.978419303894043"
"365","10.870463371276855","10.870463371276855","10.870463371276855"
"366","10.821328163146973","10.821328163146973","10.821328163146973"
"367","10.835457801818848","10.835457801818848","10.835457801818848"
"368","10.716160774230957","10.716160774230957","10.716160774230957"
"369","10.771713256835938","10.771713256835938","10.771713256835938"
"370","10.812507629394531","10.812507629394531","10.812507629394531"
"371","10.737068176269531","10.737068176269531","10.737068176269531"
"372","10.6920166015625","10.6920166015625","10.6920166015625"
"373","10.790181159973145","10.790181159973145","10.790181159973145"
"374","10.736769676208496","10.736769676208496","10.736769676208496"
"375","10.747472763061523","10.747472763061523","10.747472763061523"
"376","10.712124824523926","10.712124824523926","10.712124824523926"
"377","10.742304801940918","10.742304801940918","10.742304801940918"
"378","10.754039764404297","10.754039764404297","10.754039764404297"
"379","10.734781265258789","10.734781265258789","10.734781265258789"
"380","10.753275871276855","10.753275871276855","10.753275871276855"
"381","10.76202392578125","10.76202392578125","10.76202392578125"
"382","10.735225677490234","10.735225677490234","10.735225677490234"
"383","10.708946228027344","10.708946228027344","10.708946228027344"
"384","10.79222297668457","10.79222297668457","10.79222297668457"
"385","10.858542442321777","10.858542442321777","10.858542442321777"
"386","10.849244117736816","10.849244117736816","10.849244117736816"
"387","10.796552658081055","10.796552658081055","10.796552658081055"
"388","10.870800018310547","10.870800018310547","10.870800018310547"
"389","10.795095443725586","10.795095443725586","10.795095443725586"
"390","10.854512214660645","10.854512214660645","10.854512214660645"
"391","10.741501808166504","10.741501808166504","10.741501808166504"
"392","10.76999568939209","10.76999568939209","10.76999568939209"
"393","10.806513786315918","10.806513786315918","10.806513786315918"
"394","10.787660598754883","10.787660598754883","10.787660598754883"
"395","10.913435935974121","10.913435935974121","10.913435935974121"
"396","10.820581436157227","10.820581436157227","10.820581436157227"
"397","10.893380165100098","10.893380165100098","10.893380165100098"
"398","10.74815559387207","10.74815559387207","10.74815559387207"
"399","10.725703239440918","10.725703239440918","10.725703239440918"
"400","10.689061164855957","10.689061164855957","10.689061164855957"
"401","10.739280700683594","10.739280700683594","10.739280700683594"
"402","10.750143051147461","10.750143051147461","10.750143051147461"
"403","10.748866081237793","10.748866081237793","10.748866081237793"
"404","10.706235885620117","10.706235885620117","10.706235885620117"
"405","10.73029899597168","10.73029899597168","10.73029899597168"
"406","10.71668815612793","10.71668815612793","10.71668815612793"
"407","10.742714881896973","10.742714881896973","10.742714881896973"
"408","10.729459762573242","10.729459762573242","10.729459762573242"
"409","10.699475288391113","10.699475288391113","10.699475288391113"
"410","10.739919662475586","10.739919662475586","10.739919662475586"
